x1,target
0.5087424072943945,0.0
2.4393917012645367,0.0
2.166673495372529,0.0
2.635031436892106,0.0
2.9444794869904136,0.0
1.0871777745558413,0.0
0.6840925894884788,0.0
1.538415395185291,0.0
1.9317583946753687,0.0
1.25524517795156,0.0
1.1735614613409855,0.0
1.901547475574568,0.0
1.3365217136378926,0.0
0.9200684916365768,0.0
0.8525313475888976,0.0
1.562179955255566,0.0
1.5019675493076952,0.0
2.949420806925761,0.0
2.087551241385191,0.0
0.774564481169832,0.0
2.844362976401547,0.0
0.9997846526104353,0.0
0.4552289032223884,0.0
2.316942611924849,0.0
2.920858823780819,0.0
2.3187276529430214,0.0
2.856830611902691,0.0
1.348974406699853,0.0
0.9657571582155352,0.0
2.681594518281627,0.0
1.196590335826159,0.0
1.3104502222497991,0.0
1.5444674964826568,0.0
2.017479159025057,0.0
1.646006088746516,0.0
0.6250487065819812,0.0
1.3563815971671094,0.0
-0.2234031522244266,0.0
2.6252314510271875,0.0
0.3979423443932524,0.0
0.8956166605715494,0.0
2.0521650792609742,0.0
1.2604370036086867,0.0
0.7071430902765514,0.0
2.267050869349183,0.0
1.9607171817725044,0.0
0.8319065022588026,0.0
2.523276660531754,0.0
1.828453668777752,0.0
2.771790551213668,0.0
2.8235041539637318,0.0
3.630818162057557,1.0
3.7606208224240736,1.0
5.099659595887113,1.0
4.655263730722598,1.0
4.640131526097592,1.0
2.383043955689166,1.0
3.975673875601065,1.0
3.2619690907943117,1.0
4.279924599043238,1.0
3.901849610357042,1.0
4.910178908092592,1.0
4.317218215191302,1.0
4.7863279621089765,1.0
3.533580903264057,1.0
3.0555537440817497,1.0
3.5899503067974514,1.0
3.9829795861385593,1.0
4.379151735555082,1.0
6.259308950690852,1.0
3.9577428483393575,1.0
3.044054999507223,1.0
3.654018224300613,1.0
3.5364040253539057,1.0
4.481481473773462,1.0
2.4592029855553754,1.0
4.063261994200332,1.0
4.156506537965376,1.0
4.232181036200275,1.0
3.402683931034637,1.0
3.762078270263993,1.0
2.575939091017468,1.0
3.506680116637806,1.0
3.457138523983282,1.0
4.416050046261425,1.0
2.8438175681780877,1.0
4.781198101709993,1.0
5.494484544491369,1.0
4.426258730778101,1.0
4.676908035030245,1.0
3.362562974447771,1.0
3.6027281856712023,1.0
3.867119422413044,1.0
3.702209120598272,1.0
3.690987030952878,1.0
2.3239961936700237,1.0
5.15233156478312,1.0
5.079618592036821,1.0
3.186635740795797,1.0
2.533575672197486,1.0
4.521064876452758,1.0
3.4242120301869337,1.0
4.14195316332078,1.0
3.680671582854905,1.0
4.691538751070187,1.0
4.694749143656006,1.0
3.2744026215364155,1.0
2.6166360446049444,1.0
2.4170616026649183,1.0
4.610379379107205,1.0
2.8111407422159718,1.0
3.493183645701313,1.0
3.403685961549492,1.0
3.9474327037304535,1.0
2.0637201941534933,1.0
4.188778596793829,1.0
4.523891023834206,1.0
4.088422087044662,1.0
3.689113828301528,1.0
4.097400166268783,1.0
4.39904634564013,1.0
5.955912308250694,1.0
4.390093322687926,1.0
3.34759141761298,1.0
3.609046624812399,1.0
4.493741777349189,1.0
3.8838960609656334,1.0
6.064492861359319,1.0
3.8894593427675273,1.0
5.0201727117158,1.0
3.307950152215609,1.0
5.536377054245798,1.0
4.28634368889228,1.0
4.608843834475451,1.0
2.9547466338530453,1.0
5.211145289682701,1.0
4.689818164534788,1.0
5.301846229564998,1.0
3.371912440358421,1.0
3.518972881539212,1.0
6.303916697683942,1.0
2.9399841772784527,1.0
3.864050299321679,1.0
5.136891362602695,1.0
4.097724967714855,1.0
4.5829536797532935,1.0
3.6005509707371246,1.0
4.370055887847519,1.0
2.693473148264683,1.0
5.658130679618188,1.0
3.88183595487143,1.0
3.3198217960031497,1.0
4.666383082031914,1.0
3.539280212611447,1.0
2.6657415285972466,1.0
2.6532824942024447,1.0
4.693773152690133,1.0
3.840426561853733,1.0
3.866298440331561,1.0
5.077743805976263,1.0
2.8731741912432565,1.0
3.2693222471351757,1.0
3.615120190818725,1.0
4.094351589317074,1.0
3.957828548709421,1.0
3.713112807610092,1.0
3.9383735979043526,1.0
3.8926947237088254,1.0
3.280395611448207,1.0
3.187007011445923,1.0
4.27451635772394,1.0
3.109084917004472,1.0
2.8426447408091464,1.0
3.687707748874306,1.0
3.842332983836184,1.0
6.256723497298209,1.0
3.2952997241437663,1.0
4.943260724969495,1.0
4.747188334204632,1.0
2.811055044796264,1.0
4.7732529774026,1.0
2.8161193598066823,1.0
4.606319524359381,1.0
2.2441094165622806,1.0
4.450934461805915,1.0
3.315989102262783,1.0
5.659550796189873,1.0
5.068509399316009,1.0
3.5466141961486124,1.0
3.3121623889713177,1.0
2.78592259690588,1.0
3.559077367707409,1.0
3.719644504815491,1.0
3.6353064556083146,1.0
4.156703855272364,1.0
4.578521497728879,1.0
4.349654456993174,1.0
3.235856076093557,1.0
2.5622085261984218,1.0
5.364531848102471,1.0
3.3105508154500622,1.0
3.3477064000649808,1.0
3.478810687698889,1.0
2.1569304498433515,1.0
3.5220259959595133,1.0
3.520344185992053,1.0
4.620358298343513,1.0
4.698457149107336,1.0
4.00377088908627,1.0
4.931848374114304,1.0
4.339964983801262,1.0
3.984317888397445,1.0
4.160928168298223,1.0
3.809346506418601,1.0
3.6051504859665497,1.0
3.7322664631060336,1.0
2.871988668529993,1.0
4.280441705316296,1.0
3.0068763890704195,1.0
4.841631264073636,1.0
3.750541419839051,1.0
4.049494981650091,1.0
4.493836776280956,1.0
4.643314465062928,1.0
2.4293765913665477,1.0
3.793096323836029,1.0
4.880178912080782,1.0
2.301894180567745,1.0
4.387280475395063,1.0
2.9774931563643965,1.0
4.038630551840188,1.0
2.3432848976780463,1.0
3.014489262315849,1.0
2.5281649925364134,1.0
5.64813493220756,1.0
4.164227755487334,1.0
4.56729027785267,1.0
3.777324899484845,1.0
3.646568251242801,1.0
2.3835258113489672,1.0
3.708162637252137,1.0
3.2385077881883766,1.0
4.857923924292336,1.0
5.141101866657573,1.0
5.466578715574178,1.0
4.852551939461232,1.0
